Code,Gemeentena,GM_Code,Shape__Are,Shape__Len,Res_regio,Rescode
0797,Heusden,GM0797,81219438.96119999886,45677.50218290000,Regio Hart van Brabant,RES011
0866,Waalre,GM0866,22663852.60970000178,21224.78747110000,Metropoolregio Eindhoven,RES017
0361,Alkmaar,GM0361,117346486.04099999368,68715.51687860000,Regio Noord-Holland Noord,RES018
0858,Valkenswaard,GM0858,56501690.47200000286,45192.26012840000,Metropoolregio Eindhoven,RES017
0946,Nederweert,GM0946,101782071.60899999738,49918.67117620000,Regio Noord- en Midden Limburg,RES019
0965,Simpelveld,GM0965,16029947.14829999954,19831.42324530000,Regio Zuid-Limburg,RES030
0431,Oostzaan,GM0431,16075517.10249999911,18805.43552620000,Regio Noord-Holland Zuid,RES016
0014,Groningen,GM0014,197960472.66699999571,98454.01175320000,Regio Groningen,RES012
1970,Noardeast-Fryslân,GM1970,516450590.41500002146,149742.00403000001,Regio Friesland,RES009
1684,Cuijk,GM1684,57068549.11659999937,35402.07167980000,Regio Noord-oost Brabant,RES020
0189,Wierden,GM0189,95388421.31820000708,54645.99978880000,Regio Twente,RES025
1690,De Wolden,GM1690,226345329.35699999332,110797.31625700000,Regio Drenthe,RES006
1942,Gooise Meren,GM1942,75215063.09270000458,61441.14942180000,Regio Noord-Holland Zuid,RES016
0302,Nunspeet,GM0302,129533095.09700000286,55953.07822840000,Regio Noord Veluwe,RES021
1783,Westland,GM1783,90736415.13330000639,55383.52838680000,Regio Rotterdam-Den Haag,RES023
0753,Best,GM0753,35100687.07339999825,28373.65504760000,Metropoolregio Eindhoven,RES017
1966,Het Hogeland,GM1966,907685079.83800005913,172177.60038200000,Regio Groningen,RES012
0244,Hattem,GM0244,24155743.59200000018,25217.82305810000,Regio Noord Veluwe,RES021
0168,Losser,GM0168,99621433.44359999895,55326.14755530000,Regio Twente,RES025
0632,Woerden,GM0632,92923080.05830000341,51535.71688980000,Regio U16/U10,RES026
1681,Borger-Odoorn,GM1681,277891503.62099999189,67658.30820699999,Regio Drenthe,RES006
0513,Gouda,GM0513,18113363.36730000004,23321.74784980000,Regio Midden-Holland,RES015
1723,Alphen-Chaam,GM1723,93521119.59819999337,67610.96201580000,Regio West Brabant,RES027
0473,Zandvoort,GM0473,43970714.78190000355,27790.44402190000,Regio Noord-Holland Zuid,RES016
1598,Koggenland,GM1598,84083919.08779999614,48293.71192580000,Regio Noord-Holland Noord,RES018
0275,Rheden,GM0275,84348204.57879999280,49246.90061890000,Regio Arnhem-Nijmegen,RES003
0498,Drechterland,GM0498,80587926.52089999616,40967.26218840000,Regio Noord-Holland Noord,RES018
0010,Delfzijl,GM0010,227500332.10400000215,94987.62559600000,Regio Groningen,RES012
0717,Veere,GM0717,206552570.44499999285,85324.05934219999,Regio Zeeland,RES029
0420,Medemblik,GM0420,257561715.57199999690,90169.67778960000,Regio Noord-Holland Noord,RES018
0718,Vlissingen,GM0718,344835167.78700000048,113356.44562200000,Regio Zeeland,RES029
0296,Wijchen,GM0296,69563657.79039999843,44496.48324700000,Regio Arnhem-Nijmegen,RES003
1901,Bodegraven-Reeuwijk,GM1901,88639500.15870000422,50841.34720930000,Regio Midden-Holland,RES015
1674,Roosendaal,GM1674,107164545.96799999475,53382.70310910000,Regio West Brabant,RES027
1696,Wijdemeren,GM1696,76360330.20370000601,49736.16180110000,Regio Noord-Holland Zuid,RES016
"0820,""Nuenen, Gerwen en Nederwetten"",GM0820,33943542.67989999801,35140.84077270000,Metropoolregio Eindhoven,RES017"
0158,Haaksbergen,GM0158,105499578.15299999714,49645.49592080000,Regio Twente,RES025
0307,Amersfoort,GM0307,63860765.02300000191,53641.00548120000,Regio Amersfoort,RES004
0225,Druten,GM0225,42457472.56189999729,37739.93437120000,Regio Arnhem-Nijmegen,RES003
1842,Midden-Delfland,GM1842,49378740.84650000185,49799.98199000000,Regio Rotterdam-Den Haag,RES023
0222,Doetinchem,GM0222,79655570.03129999340,61500.31146970000,Regio Achterhoek,RES001
0599,Rotterdam,GM0599,324162971.90299999714,160573.68194899999,Regio Rotterdam-Den Haag,RES023
0840,Rucphen,GM0840,64475178.96649999917,47890.12634260000,Regio West Brabant,RES027
0756,Boxmeer,GM0756,113843005.12199999392,65685.76423150000,Regio Noord-oost Brabant,RES020
1742,Rijssen-Holten,GM1742,94377337.70730000734,45182.13806360000,Regio Twente,RES025
0362,Amstelveen,GM0362,44081481.92109999806,31993.29452540000,Regio Noord-Holland Zuid,RES016
0824,Oisterwijk,GM0824,65126830.87259999663,38356.50811060000,Regio Hart van Brabant,RES011
0503,Delft,GM0503,24062232.13589999825,28619.17761880000,Regio Rotterdam-Den Haag,RES023
0664,Goes,GM0664,101915194.19599999487,52551.75803470000,Regio Zeeland,RES029
0118,Hoogeveen,GM0118,129249620.44799999893,64905.17257510000,Regio Drenthe,RES006
1952,Midden-Groningen,GM1952,295765116.61699998379,100587.24399100000,Regio Groningen,RES012
1859,Berkelland,GM1859,260213461.48300001025,99753.34957540000,Regio Achterhoek,RES001
1581,Utrechtse Heuvelrug,GM1581,133940604.18000000715,71087.67841060000,Regio U16/U10,RES026
0313,Bunschoten,GM0313,34813415.65540000051,26596.06946060000,Regio Amersfoort,RES004
0252,Heumen,GM0252,41536314.67689999938,31833.69862490000,Regio Arnhem-Nijmegen,RES003
0880,Wormerland,GM0880,45175279.43919999897,30721.22535110000,Regio Noord-Holland Zuid,RES016
0437,Ouder-Amstel,GM0437,25782332.45059999824,32613.18331620000,Regio Noord-Holland Zuid,RES016
0889,Beesel,GM0889,29154112.12990000099,24921.63981530000,Regio Noord- en Midden Limburg,RES019
0163,Hellendoorn,GM0163,138993335.14199998975,67468.54870980000,Regio Twente,RES025
1904,Stichtse Vecht,GM1904,106819254.18600000441,83879.49152310000,Regio U16/U10,RES026
0770,Eersel,GM0770,83325783.03730000556,62743.92442930000,Metropoolregio Eindhoven,RES017
0171,Noordoostpolder,GM0171,593475311.63600003719,124727.74179900000,Regio Flevoland,RES007
1702,Sint Anthonis,GM1702,99756916.20440000296,46307.84053280000,Regio Noord-oost Brabant,RES020
1894,Peel en Maas,GM1894,161352545.85299998522,58421.49459640000,Regio Noord- en Midden Limburg,RES019
0175,Ommen,GM0175,182012653.84099999070,77557.75417780000,Regio West-Overijssel,RES028
0197,Aalten,GM0197,97053772.20990000665,52184.50420360000,Regio Achterhoek,RES001
0512,Gorinchem,GM0512,21932312.85850000009,24083.72844950000,Regio Alblasserwaard,RES002
1948,Meierijstad,GM1948,185518836.07600000501,78928.82524310000,Regio Noord-oost Brabant,RES020
0269,Oldebroek,GM0269,98835317.49269999564,51212.65962210000,Regio Noord Veluwe,RES021
0397,Heemstede,GM0397,9644212.60064000078,13827.21491320000,Regio Noord-Holland Zuid,RES016
1930,Nissewaard,GM1930,83792948.97669999301,50663.38149560000,Regio Rotterdam-Den Haag,RES023
